id,date,timestamp,level,status,method,host,pathname,event_message,headers,regions,log_type,latency,log_count,logs,auth_user
3b7eaeb8-0e22-49b7-9e40-9da6b9a51981,"""2026-07-17T14:49:40.567Z""",2026-07-17T14:49:40.567924,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
c98e8250-02d4-4958-bbb2-dfed0066c4e1,"""2026-07-17T14:49:40.553Z""",2026-07-17T14:49:40.553704,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
b95eabe6-5224-4396-9fd2-47b0a60feba9,"""2026-07-17T14:49:40.546Z""",2026-07-17T14:49:40.546272,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
01cff6d9-3766-4d56-8d5b-3ff0c8c5ca6e,"""2026-07-17T14:49:40.546Z""",2026-07-17T14:49:40.546272,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
9387cd82-5f85-4508-9fe8-d58b3e3bf8fa,"""2026-07-17T14:49:40.535Z""",2026-07-17T14:49:40.535287,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
30fb4aec-2ac2-4a7d-8d91-ab35eb80ddf2,"""2026-07-17T14:49:08.533Z""",2026-07-17T14:49:08.533509,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
eedeb57d-16bd-43fb-abe5-e60a6dfdc5b7,"""2026-07-17T14:49:08.520Z""",2026-07-17T14:49:08.520563,success,200,,,,Config reloaded,{},[],postgrest,0,null,[],null
60a29ba1-43c6-4166-b25a-6b1f8739fb54,"""2026-07-17T14:49:08.513Z""",2026-07-17T14:49:08.513200,success,200,,,,"Successfully connected to PostgreSQL 17.6 on x86_64-pc-linux-gnu, compiled by gcc (GCC) 15.2.0, 64-bit",{},[],postgrest,0,null,[],null
d7cb1186-d88e-41ab-9f78-dd309ada1732,"""2026-07-17T14:49:08.513Z""",2026-07-17T14:49:08.513200,success,200,,,,Connection Pool initialized with a maximum size of 10 connections,{},[],postgrest,0,null,[],null
f82a01e1-f4b2-4e3a-9fd1-1a4143036a9e,"""2026-07-17T14:49:08.502Z""",2026-07-17T14:49:08.502427,success,200,,,,Attempting to reconnect to the database in 32 seconds...,{},[],postgrest,0,null,[],null
aabb5310-afee-4d04-aa05-cb518b60015c,"""2026-07-17T14:48:36.500Z""",2026-07-17T14:48:36.500709,success,200,,,,"Failed to load the schema cache using db-schemas=pg_pgrst_no_exposed_schemas and db-extra-search-path=public,extensions. {""code"":""3F000"",""details"":null,""hint"":null,""message"":""schema \""pg_pgrst_no_exposed_schemas\"" does not exist""}",{},[],postgrest,0,null,[],null
